Title,Author,Publication Date,Pages,Genre,Rating,Summary,Converted
Where Eagles Dare,Alistair MacLean,"June 1, 1967",320 pages,"['Fiction', 'Thriller', 'War']",4.14,"Forbidding peaks, resourceful commandos, beautiful spies, nonstop action, and neck-snapping plot twists make this the classic adventure thriller—the kind of page-turner that readers actually will find impossible to put down. A team of British Special Forces commandos parachutes into the high peaks of the Austrian Alps with the mission of stealing into an invulnerable alpine castle—accessible only by aerial gondola—the headquarters of Nazi intelligence. Supposedly sent in to rescue one of their own, their real mission turns out to be a lot more complicated—and the tension climbs as team members start to die off, one by one. Written by Alistair Maclean, author of the Guns of Navarone, this is the novel that set the pace for the modern action thriller (the film version, with Richard Burton and Clint Eastwood, also helped), and it still packs twice the punch of most contemporary best-selling thrillers. What's more, the cast of spooks, turncoats, and commandos who drive this story are more relevant than ever in our new era of special forces, black ops, and unpredictable alliances.",1
Riders of the Purple Sage,Zane Grey,"January 1, 1912",320 pages,"['Westerns', 'Fiction', 'Classics']",3.75,"Lassiter is a gunslinger, an avenger in black. In a remote Utah town, he saves beautiful rancher Jane Withersteen from having to marry a Mormon elder against her will. Lassiter's own quest ends when he discovers a secret grave on Jane’s land. Author Zane Grey regularly blends action, adventure, conflict, crisis, violence, sentiment, and sex.",1
Doctor No,Ian Fleming,"January 1, 1958",233 pages,"['Fiction', 'Thriller', 'Espionage']",3.81,"The sixth James Bond thriller from Ian Fleming’s typewriter.Dispatched by M to investigate the mysterious disappearance of MI6’s Jamaica station chief, Bond was expecting a holiday in the sun. But when he discovers a deadly centipede placed in his hotel room, the vacation is over.On this island, all suspicious activity leads inexorably to Dr Julius No, a reclusive megalomaniac with steel pincers for hands. To find out what the good doctor is hiding, 007 must enlist the aid of local fisherman Quarrel and alluring beachcomber Honeychile Rider.Together they will combat a local legend the natives call ‘the Dragon,’ before Bond alone must face the most punishing test of all: an obstacle course-designed by the sadistic Dr No himself-that measures the limits of the human body’s capacity for agony.",1
Playing Beatie Bow,Ruth Park,"January 1, 1980",208 pages,"['Young Adult', 'Historical Fiction', 'Fiction']",3.95,"Disturbed that her mother could welcome back her unfaithful father, Abigail Kirk undergoes a mysterious voyage to nineteenth-century Australia, where her experiences help her to understand the power of love and to accept her father",1
Scarface,Armitage Trail,"January 1, 1930",186 pages,"['Fiction', 'Crime', 'Classics']",3.71,"Tony Guarino grew up in the hard world of the bar and the poolroom, where every gangster was a hero and every cop an enemy. Only the tough made it. When he was just eighteen, he killed Al Spingola, gang boss and ruthless slayer, and was catapulted into notoriety and fame, but that was to be just the beginning of his rise to dominance.",1
Live and Let Die,Ian Fleming,"April 5, 1954",229 pages,"['Fiction', 'Thriller', 'Espionage']",3.63,"How is this for an evocative passage from the second Bond novel?""Her hair was black and fell to her shoulders. She had high cheekbones and a sensual mouth, and wore a dress of white silk. Her eyes were blue, alight and disdainful, but, as they gazed into his with a touch of humour, Bond realized that they contained a message. Solitaire watched his eyes on her and nonchalantly drew her forearms together so that the valley between her breasts deepened. The message was unmistakable."" The beautiful, fortune-telling Solitaire is the prisoner (and criminal tool) of Mr Big - master of fear, artist in crime, and Voodoo Baron of Death. James Bond has no time for superstition, he knows that this criminal heavy hitter is also a top SMERSH operative and a real threat to international security. More than that, after tracking him through the jazz joints of Harlem to the everglades in Florida, and on to the Caribbean, 007 realizes that Big is one of the most dangerous men that he has ever faced. And no-one, not even the mysterious Solitaire, can be sure how their battle of wills is going to end…",1
The Women in Black,Madeleine St. John,"December 1, 1993",233 pages,"['Fiction', 'Historical Fiction', 'Australia']",3.56,"Sydney in the late 1950s. On the second floor of the famous F.G. Goode department store, in Ladies' Cocktail Frocks, the women in black are girding themselves for the Christmas rush. Lisa is the new Sales Assistant (Temporary). Across the floor and beyond the arch, she is about to meet the glamorous Continental refugee, Magda, guardian of the rose-pink cave of Model Gowns.With the lightest touch and the most tender of comic instincts, Madeleine St John conjures a vanished summer of innocence. The Women in Black is a classic.",1
Three Comrades,Erich Maria Remarque,"January 1, 1936",496 pages,"['Classics', 'Fiction', 'German Literature']",4.48,"The year is 1928. On the outskirts of a large German city, three young men are earning a thin and precarious living. Fully armed young storm troopers swagger in the streets. Restlessness, poverty, and violence are everywhere. For these three, friendship is the only refuge from the chaos around them. Then the youngest of them falls in love, and brings into the group a young woman who will become a comrade as well, as they are all tested in ways they can never have imagined. . . .Written with the same overwhelming simplicity and directness that made All Quiet on the Western Front a classic, Three Comrades portrays the greatness of the human spirit, manifested through characters who must find the inner resources to live in a world they did not make, but must endure.",1
Josey Wales: Two Westerns,Forrest Carter,"August 1, 1989",419 pages,"['Westerns', 'Fiction', 'Historical Fiction']",4.34,"Josey Wales was the most wanted man in Texas. His wife and child had been lost to pre-civil War destruction and, like Jesse James and other young farmers, he joined the guerrilla soldiers of Missouri--men with no cause but survival and no purpose but revenge.Josey Wales and his Cherokee friend, Lone Watie, set out for the West through the dangerous Camanchero territory. Hiding by day, traveling by night, they are joined by an Indian woman named Little Moonlight, and rescue an old woman and her granddaughter from their besieged wagon. The five of them travel toward Texas and win through brash and honest violence, a chance for a new way of life.",1
For Your Eyes Only,Ian Fleming,"April 11, 1960",182 pages,"['Fiction', 'Thriller', 'Espionage']",3.67,"Librarian's note: this entry relates to the collection of short stories under the title of ""For Your Eyes Only."" The individual stories can be found elsewhere.Now this sounds interesting: ""Bond watched her as she reached the edge of the tables and came up the aisle. It was hopeless. She was coming to meet someone—her lover. She was the sort of woman who always belongs to somebody else. What damnable luck! Before Bond could pull himself together, the girl had come up to his table and sat down. ‘I’m sorry I’m late. We’ve got to get moving at once. You’re wanted at the office.’ She added under her breath: ‘Crash dive.""Here we find sudden emergencies and beautiful girls who aren’t quite what they seem - the stock-in-trade of James Bond. When 007 is on the case there’s only one thing you can be sure of, that the result will be thrilling. Whether he’s dealing with the assassination of a Cuban thug in America, the destruction of an international heroin ring, or sudden death in the Seychelles, Bond gets the job done. In his own suave and unmistakable style!The stories are: 1. ""From a View to a Kill;"" 2. ""For Your Eyes Only;"" 3. ""Quantum of Solace;"" 4. ""Risico;"" and 5. ""The Hildebrand Rarity.""",1
